domain,bias_score,factually_questionable_flag,propaganda_flag,conspiracy_flag,hate_group_flag,satire_flag
iop.org,0,0,0,0,0,0
iowaclimate.org,NaN,1,0,1,0,0
iowastartingline.com,-2,0,0,0,0,0
ipatriot.com,2,0,0,0,0,0
ipi.media,0,0,0,0,0,0
ipolitics.ca,-1,0,0,0,0,0
ips-dc.org,-2,0,0,0,0,0
ire.org,0,0,0,0,0,0
irena.org,0,0,0,0,0,0
irinnews.org,-1,0,0,0,0,0
irishtimes.com,-1,0,0,0,0,0
irrawaddy.com,-1,0,0,0,0,0
ispp.org,0,0,0,0,0,0
israelhayom.com,1,0,0,0,0,0
israelislamandendtimes.com,NaN,1,0,1,0,0
israelnationalnews.com,1,0,0,0,0,0
israelvideonetwork.com,3,1,0,0,0,0
issues.org,0,0,0,0,0,0
itep.org,-1,0,0,0,0,0
itsgoingdown.org,-2,0,0,0,0,0
itv.com,1,0,0,0,0,0
ivn.us,0,0,0,0,0,0
iwf.org,2,0,0,0,0,0
iwpr.org,0,0,0,0,0,0
jacksonfreepress.com,-1,0,0,0,0,0
jacksonsun.com,0,0,0,0,0,0
jacksonville.com,0,0,0,0,0,0
jacobinmag.com,-2,0,0,0,0,0
jamestown.org,0,0,0,0,0,0
janes.com,0,0,0,0,0,0
japantimes.co.jp,0,0,0,0,0,0
japantoday.com,-1,0,0,0,0,0
jeffereyjaxen.com,NaN,1,0,1,0,0
jesus-is-savior.com,3,1,0,1,0,0
jesusdaily.com,3,1,0,1,0,0
jewishbreakingnews.com,1,0,0,0,0,0
jewishjournal.com,1,0,0,0,0,0
jewishpolicycenter.org,2,0,0,0,0,0
jewishpress.com,1,0,0,0,0,0
jewishworldreview.com,2,0,0,0,0,0
jezebel.com,-2,0,0,0,0,0
jihadica.com,-1,0,0,0,0,0
jns.org,1,0,0,0,0,0
joeforamerica.com,3,1,1,0,0,0
jointcenter.org,-1,0,0,0,0,0
jordantimes.com,0,0,0,0,0,0
journal.frontiersin.org,0,0,0,0,0,0
journalgazette.net,0,0,0,0,0,0
journalistsresource.org,0,0,0,0,0,0
journalnow.com,0,0,0,0,0,0
journals.sagepub.com,0,0,0,0,0,0
journalstandard.com,0,0,0,0,0,0
journalstar.com,0,0,0,0,0,0
jpost.com,1,0,0,0,0,0
jsonline.com,-1,0,0,0,0,0
jstor.org,0,0,0,0,0,0
jta.org,0,0,0,0,0,0
juancole.com,-2,0,0,0,0,0
jubileemedia.com,0,0,0,0,0,0
judicialnetwork.com,2,0,0,0,0,0
judicialwatch.org,2,1,0,0,0,0
judithcurry.com,3,1,0,1,0,0
junkscience.com,NaN,1,0,1,0,0
justfacts.com,1,0,0,0,0,0
justfacts.votesmart.org,0,0,0,0,0,0
justfactsdaily.com,1,0,0,0,0,0
justicedenied.org,0,0,0,0,0,0
justsecurity.org,-1,0,0,0,0,0
justthefacts.org,3,1,1,0,0,0
justthenews.com,1,0,0,0,0,0
kait8.com,0,0,0,0,0,0
kalw.org,0,0,0,0,0,0
kansas.com,1,0,0,0,0,0
kansascity.com,-1,0,0,0,0,0
kansaspolicy.org,2,0,0,0,0,0
kcna.kp,-3,1,1,0,0,0
kdvr.com,0,0,0,0,0,0
kentucky.com,-1,0,0,0,0,0
kff.org,0,0,0,0,0,0
kfor.com,0,0,0,0,0,0
kmov.com,-1,0,0,0,0,0
knightfoundation.org,-1,0,0,0,0,0
knightstemplarinternational.com,3,1,0,0,1,0
knowherenews.com,0,0,0,0,0,0
knowyourmeme.com,0,0,0,0,0,0
knoxnews.com,0,0,0,0,0,0
koco.com,-1,0,0,0,0,0
koreaherald.com,0,0,0,0,0,0
koreatimes.co.kr,-1,0,0,0,0,0
kotaku.com,-1,0,0,0,0,0
kqed.org,0,0,0,0,0,0
ksl.com,2,0,0,0,0,0
ktla.com,0,0,0,0,0,0
ktuu.com,0,0,0,0,0,0
ktva.com,0,0,0,0,0,0
kuow.org,-1,0,0,0,0,0
kurdistan24.net,-1,0,0,0,0,0
kutv.com,1,0,0,0,0,0
kyivpost.com,-1,0,0,0,0,0
laconiadailysun.com,-1,0,0,0,0,0
ladbible.com,NaN,1,0,0,0,0
ladylibertysnews.com,3,1,0,0,0,0
lamag.com,-1,0,0,0,0,0
lansingstatejournal.com,0,0,0,0,0,0
lapresse.ca,-1,0,0,0,0,0
larknews.com,NaN,0,0,0,0,1
larouchepac.com,3,1,0,1,0,0
lastampa.it,-1,0,0,0,0,0
lastdeplorables.com,3,1,0,0,0,0
lastresistance.com,3,1,0,0,0,0
lasvegassun.com,-1,0,0,0,0,0
latest.com,-2,0,0,0,0,0
latimes.com,-1,0,0,0,0,0
latino.foxnews.com,2,0,0,0,0,0
latintimes.com,-1,0,0,0,0,0
latitudes.org,NaN,1,0,1,0,0
lavendermagazine.com,-2,0,0,0,0,0
law.com,0,0,0,0,0,0
law360.com,0,0,0,0,0,0
laweekly.com,-2,0,0,0,0,0
lawenforcementtoday.com,2,0,0,0,0,0
lawfareblog.com,0,0,0,0,0,0
lbc.co.uk,1,0,0,0,0,0
lcsun-news.com,0,0,0,0,0,0
ldnews.com,0,0,0,0,0,0
leaderpost.com,1,0,0,0,0,0
leadertelegram.com,0,0,0,0,0,0
leadstories.com,0,0,0,0,0,0
learnliberty.org,1,0,0,0,0,0
learntherisk.org,NaN,1,0,1,0,0
ledevoir.com,0,0,0,0,0,0
leesburgtoday.com,1,0,0,0,0,0
leftaction.com,-3,1,1,0,0,0
leftexposed.org,3,1,0,0,0,0
leftfootforward.org,-2,0,0,0,0,0
leftjustified.com,-1,0,0,0,0,0
leftoverrights.com,-2,0,0,0,0,0
leftscoop.com,-2,0,0,0,0,0
leftvoice.org,-2,0,0,0,0,0
legalinsurrection.com,2,0,0,0,0,0
legitgov.org,3,1,0,1,0,0
legorafi.fr,NaN,0,0,0,0,1
lehighvalleylive.com,-1,0,0,0,0,0
leicestermercury.co.uk,1,0,0,0,0,0
lethbridgeherald.com,-1,0,0,0,0,0
lewrockwell.com,3,1,0,0,0,0
lexingtoninstitute.org,1,0,0,0,0,0
lfpress.com,1,0,0,0,0,0
lgbtqnation.com,-2,0,0,0,0,0
libcom.org,-2,0,0,0,0,0
liberalamerica.org,-2,0,0,0,0,0
liberalbias.com,NaN,0,0,0,0,1
liberaldarkness.com,NaN,0,0,0,0,1
liberalexaminer.com,-2,0,0,0,0,0
liberalmountain.com,-1,0,0,0,0,0
liberalsociety.com,-3,1,0,0,0,0
liberalspeak.com,-3,1,1,0,0,0
liberationnews.org,-2,0,0,0,0,0
libertarianism.org,1,0,0,0,0,0
libertyhangout.org,2,0,0,0,0,0
libertyheadlines.com,2,0,0,0,0,0
libertyisviral.com,3,1,0,0,0,0
libertynation.com,2,0,0,0,0,0
libertynews.com,2,0,0,0,0,0
libertytalk.fm,2,0,0,0,0,0
libertyunyielding.com,2,0,0,0,0,0
libertyvideos.org,NaN,1,0,1,0,0
libertywritersnews.com,3,1,1,0,0,0
lifehacker.com,0,0,0,0,0,0
lifenews.com,2,0,0,0,0,0
lifespa.com,NaN,1,0,1,0,0
lifezette.com,2,0,0,0,0,0
limacharlienews.com,0,0,0,0,0,0
listverse.com,1,0,0,0,0,0
littlegreenfootballs.com,-2,0,0,0,0,0
liveaction.org,3,1,0,1,0,0
liveactionnews.org,1,0,0,0,0,0
liveleak.com,-1,0,0,0,0,0
livescience.com,0,0,0,0,0,0
livestrong.com,NaN,1,0,1,0,0
livingwhole.org,NaN,1,0,1,0,0
lmtonline.com,1,0,0,0,0,0
lohud.com,-1,0,0,0,0,0
lompocrecord.com,0,0,0,0,0,0
londonwebnews.com,-3,1,0,0,0,0
loneconservative.com,2,0,0,0,0,0
longwarjournal.org,1,0,0,0,0,0
loonwatch.com,-3,1,0,0,0,0
loser.com,-3,1,0,0,0,0
louderwithcrowder.com,2,0,0,0,0,0
lozierinstitute.org,2,0,0,0,0,0
lucianne.com,3,1,0,0,0,0
lyincomey.com,2,0,0,0,0,0
lynx.media,1,0,0,0,0,0
mackinac.org,1,0,0,0,0,0
macleans.ca,-1,0,0,0,0,0
macon.com,0,0,0,0,0,0
madamericannetwork.com,3,1,1,0,0,0
madhousemagazine.com,NaN,0,0,0,0,1
madworldnews.com,3,1,0,0,0,0
maga2020.us,NaN,1,0,0,0,0
magadailyreport.com,3,1,0,0,0,0
magapill.com,3,1,0,0,0,0
magavoter.com,3,1,0,0,0,0
magazine.atavist.com,-1,0,0,0,0,0
magicvalley.com,0,0,0,0,0,0
mainebeacon.com,-1,0,0,0,0,0
mainichi.jp,-1,0,0,0,0,0
makeuseof.com,0,0,0,0,0,0
malaysia-today.net,1,0,0,0,0,0
malaysiakini.com,-1,0,0,0,0,0
manhattan-institute.org,2,0,0,0,0,0
manilatimes.net,1,0,0,0,0,0
maplight.org,-1,0,0,0,0,0
marginalrevolution.com,1,0,0,0,0,0
marketwatch.com,1,0,0,0,0,0
martinlutherking.org,3,1,0,0,1,0
marxist.com,-2,0,0,0,0,0
mashable.com,-2,0,0,0,0,0
masslive.com,0,0,0,0,0,0
mavenroundtable.io,-2,0,0,0,0,0
mayoclinic.org,0,0,0,0,0,0
mb.com.ph,-1,0,0,0,0,0
mbganews.com,3,1,0,0,1,0
mcall.com,0,0,0,0,0,0
mcclatchydc.com,-1,0,0,0,0,0
mcsweeneys.net,NaN,0,0,0,0,1
meanlefthook.com,-2,0,0,0,0,0
mediacircus.com,2,0,0,0,0,0
mediaequalizer.com,2,0,0,0,0,0
mediafactwatch.com,NaN,1,0,1,0,0
mediafiledc.com,-1,0,0,0,0,0
mediaite.com,-2,0,0,0,0,0
mediamatters.org,-2,0,0,0,0,0
mediaroots.org,NaN,1,0,1,0,0
mediashift.org,0,0,0,0,0,0
mediatrackers.org,2,0,0,0,0,0
mediazone.news,3,1,0,0,0,0
medicaldaily.com,0,0,0,0,0,0
medicalmedium.com,NaN,1,0,1,0,0
medicalnewstoday.com,0,0,0,0,0,0
medicalxpress.com,0,0,0,0,0,0
medicine.news,3,1,0,1,0,0
medscape.com,0,0,0,0,0,0
meduza.io,-2,0,0,0,0,0
meforum.org,3,1,0,0,1,0
memeorandum.com,0,0,0,0,0,0
memepoliceman.com,0,0,0,0,0,0
memri.org,3,1,1,0,0,0
mentaldaily.com,0,0,0,0,0,0
mentalfloss.com,0,0,0,0,0,0
mercatornet.com,2,0,0,0,0,0
mercatus.org,1,0,0,0,0,0
mercola.com,NaN,1,0,1,0,0
mercurynews.com,-1,0,0,0,0,0
merionwest.com,0,0,0,0,0,0
merryjane.com,-2,0,0,0,0,0
metabunk.org,0,0,0,0,0,0
metro.co.uk,-1,0,0,0,0,0
metro.us,-1,0,0,0,0,0
metrotimes.com,-2,0,0,0,0,0
metrowestdailynews.com,0,0,0,0,0,0
mexiconewsdaily.com,-1,0,0,0,0,0
miamiherald.com,-1,0,0,0,0,0
miaminewtimes.com,-2,0,0,0,0,0
mic.com,-1,0,0,0,0,0
michellemalkin.com,2,0,0,0,0,0
michigandaily.com,-1,0,0,0,0,0
middleamericandemocrat.com,-3,1,0,0,0,0
middleeastmonitor.com,-2,0,0,0,0,0
migrationpolicy.org,-1,0,0,0,0,0
military.com,0,0,0,0,0,0
militarytimes.com,0,0,0,0,0,0
milliyet.com.tr,3,0,1,0,0,0
milo.yiannopoulos.net,3,1,0,0,0,0
mindbodygreen.com,NaN,1,0,1,0,0
minnpost.com,-1,0,0,0,0,0
mintpressnews.com,-1,0,0,0,0,0
mirror.co.uk,-1,0,0,0,0,0
mises.org,2,0,0,0,0,0
missoulian.com,0,0,0,0,0,0
mixi.media,3,1,0,0,0,0
mlive.com,0,0,0,0,0,0
mnn.com,-1,0,0,0,0,0
modbee.com,0,0,0,0,0,0
modernalternativemama.com,NaN,1,0,1,0,0
modernliberals.com,-2,0,0,0,0,0
molad.org,-2,0,0,0,0,0
molonlabemedia.com,3,1,0,0,0,0
mondoweiss.net,-2,0,0,0,0,0
monthlyreview.org,-1,0,0,0,0,0
montrealgazette.com,1,0,0,0,0,0
moonbattery.com,3,1,0,0,0,0
moonofalabama.org,-2,0,0,0,0,0
morningconsult.com,0,0,0,0,0,0
morningstaronline.co.uk,-2,0,0,0,0,0
moronmajority.com,NaN,0,0,0,0,1
mosaicscience.com,0,0,0,0,0,0
motherjones.com,-2,0,0,0,0,0
mothership.sg,-1,0,0,0,0,0
movingleft.com,-3,1,0,0,0,0
mprnews.org,-1,0,0,0,0,0
mrc.org,2,0,1,0,0,0
mrcblog.com,3,1,0,0,0,0
msmagazine.com,-2,0,0,0,0,0
msmlies.com,3,1,0,0,0,0
msn.com,-1,0,0,0,0,0
msnbc.com,-2,0,0,0,0,0
mtdemocrat.com,-1,0,0,0,0,0
mtstandard.com,0,0,0,0,0,0
mtv.com,-1,0,0,0,0,0
muncievoice.com,-1,0,0,0,0,0
mwcnews.net,-1,0,0,0,0,0
mygoogle.ca,3,1,0,0,0,0
mynewsguru.com,3,1,0,0,0,0
mynorthwest.com,1,0,0,0,0,0
myrecordjournal.com,0,0,0,0,0,0
myrightamerica.com,3,1,0,0,0,0
mystatesman.com,-1,0,0,0,0,0
mywebtimes.com,0,0,0,0,0,0
naacp.org,-2,0,0,0,0,0
nakedcapitalism.com,-1,0,0,0,0,0
napavalleyregister.com,0,0,0,0,0,0
naplesnews.com,-1,0,0,0,0,0
nasa.gov,0,0,0,0,0,0
nation.com.pk,1,0,0,0,0,0
nationalacademyofsciences.org,0,0,0,0,0,0
nationalaffairs.com,1,0,0,0,0,0
nationalcenter.org,2,0,0,0,0,0
nationaleconomicseditorial.com,3,1,0,0,0,0
nationalenquirer.com,3,1,0,0,0,0
nationalfile.com,3,1,0,1,0,0
nationalgeographic.com,0,0,0,0,0,0
nationalinterest.org,1,0,0,0,0,0
nationaljournal.com,0,0,0,0,0,0
nationalmemo.com,-2,0,0,0,0,0
nationalnewswatch.com,-1,0,0,0,0,0
nationalobserver.com,-1,0,0,0,0,0
nationalpost.com,1,0,0,0,0,0
nationalreview.com,2,0,0,0,0,0
nationalvanguard.org,3,1,0,0,1,0
nationinstitute.org,-1,0,0,0,0,0
nationmaster.com,0,0,0,0,0,0
nationofchange.org,-2,0,0,0,0,0
natmonitor.com,-1,0,0,0,0,0
naturalawakeningsmag.com,NaN,1,0,1,0,0
naturalcures.com,NaN,1,0,1,0,0
naturalhealth365.com,NaN,1,0,1,0,0
naturallysavvy.com,NaN,1,0,1,0,0
naturalnews.com,3,1,0,1,0,0
naturalsociety.com,NaN,1,0,1,0,0
nature.com,0,0,0,0,0,0
nature.org,-1,0,0,0,0,0
nautil.us,0,0,0,0,0,0
navytimes.com,0,0,0,0,0,0
nbcnews.com,-1,0,0,0,0,0
nbcnewyork.com,-1,0,0,0,0,0
nber.org,0,0,0,0,0,0
ncbi.nlm.nih.gov,0,0,0,0,0,0
nccivitas.org,2,0,0,0,0,0
ncdc.noaa.gov,0,0,0,0,0,0
ncpolicywatch.com,-1,0,0,0,0,0
ncsl.org,0,0,0,0,0,0
ndtv.com,-1,0,0,0,0,0
necn.com,-1,0,0,0,0,0
needtoknow.news,NaN,1,0,1,0,0
neonnettle.com,NaN,1,0,1,0,0
neurosciencenews.com,0,0,0,0,0,0
neverrepublican.com,-3,1,0,0,0,0
newamerica.org,-1,0,0,0,0,0
newamericannews.com,NaN,1,0,1,0,0
newatlas.com,0,0,0,0,0,0
newbernsj.com,0,0,0,0,0,0
newbostonpost.com,2,0,0,0,0,0
neweurope.eu,-1,0,0,0,0,0
newhumanist.org.uk,0,0,0,0,0,0
newint.org,-2,0,0,0,0,0
newleftreview.org,-2,0,0,0,0,0
newlypress.com,2,0,0,0,0,0
newmatilda.com,-1,0,0,0,0,0
newmoderate.com,-1,0,0,0,0,0
newobserveronline.com,3,1,0,0,0,0
newpol.org,-2,0,0,0,0,0
newpoliticstoday.com,3,1,0,0,0,0
newrepublic.com,-2,0,0,0,0,0
newrevolutionnow.org,2,0,0,0,0,0
newromantimes.com,NaN,0,0,0,0,1
news-gazette.com,1,0,0,0,0,0
news-herald.com,1,0,0,0,0,0
news-journal.com,0,0,0,0,0,0
news.abs-cbn.com,0,0,0,0,0,0
news.amomama.com,0,0,0,0,0,0
news.com.au,1,0,0,0,0,0
news.err.ee,0,0,0,0,0,0
news.gallup.com,0,0,0,0,0,0
news.google.com,-1,0,0,0,0,0
news.grabien.com,2,0,0,0,0,0
news.harvard.edu,0,0,0,0,0,0
news.hjnews.com,0,0,0,0,0,0
news.mit.edu,0,0,0,0,0,0
news.mongabay.com,-1,0,0,0,0,0
news.sky.com,0,0,0,0,0,0
news.trust.org,-1,0,0,0,0,0
news.unclesamsmisguidedchildren.com,3,1,0,0,0,0
news.wgbh.org,0,0,0,0,0,0
news.yahoo.com,-1,0,0,0,0,0
news24.com,0,0,0,0,0,0
news9.com,0,0,0,0,0,0
newsammo.com,3,1,0,0,0,0
newsandguts.com,-1,0,0,0,0,0
newsandnews.com,0,0,0,0,0,0
newsbiscuit.com,NaN,0,0,0,0,1
newsblaze.com,3,1,0,0,0,0
newsbreakshere.com,3,1,0,0,0,0
newsbud.com,NaN,1,0,1,0,0
newsbusters.org,2,0,0,0,0,0
newschicken.com,3,1,0,0,0,0
newscientist.com,0,0,0,0,0,0
newscorpse.com,-2,0,0,0,0,0
newsday.com,-1,0,0,0,0,0
newsdeeply.com,-1,0,0,0,0,0
newsela.com,0,0,0,0,0,0
newser.com,-1,0,0,0,0,0
newsguardtech.com,0,0,0,0,0,0
newsheist.com,1,0,0,0,0,0
newshounds.us,-2,0,0,0,0,0
newsinsideout.com,NaN,1,0,1,0,0
newsite.thehindu.com,-1,0,0,0,0,0
newslogue.com,-2,0,0,0,0,0
newslookup.com,0,0,0,0,0,0
newsmax.com,2,0,0,0,0,0
newsmutiny.com,NaN,0,0,0,0,1
newsnow.co.uk,0,0,0,0,0,0
newsobserver.com,-1,0,0,0,0,0
newsone.com,-2,0,0,0,0,0
newsoptimist.ca,0,0,0,0,0,0
newspunch.com,3,1,0,0,0,0
newsrescue.com,1,0,0,0,0,0
newstarget.com,3,1,0,1,0,0
newstatesman.com,-2,0,0,0,0,0
newsthump.com,NaN,0,0,0,0,1
newstimes.com,-1,0,0,0,0,0
newswars.com,3,1,0,0,0,0
newsweek.com,-2,0,0,0,0,0
newswithviews.com,3,1,0,0,0,0
newsy.com,0,0,0,0,0,0
newtrals.com,0,0,0,0,0,0
newyorker.com,-2,0,0,0,0,0
nextbigfuture.com,0,0,0,0,0,0
nextgov.com,0,0,0,0,0,0
nextobserver.com,0,0,0,0,0,0
nhk.or.jp,-1,0,0,0,0,0
nhregister.com,-1,0,0,0,0,0
niemanlab.org,0,0,0,0,0,0
nih.gov,0,0,0,0,0,0
niskanencenter.org,0,0,0,0,0,0
nj.com,-1,0,0,0,0,0
nknews.org,0,0,0,0,0,0
nmpolitics.net,0,0,0,0,0,0
nmws.us,-3,1,0,0,0,0
noaa.gov,0,0,0,0,0,0
nola.com,-1,0,0,0,0,0
nolabels.org,0,0,0,0,0,0
noozhawk.com,0,0,0,0,0,0
noqreport.com,2,0,0,0,0,0
norfolkdailynews.com,0,0,0,0,0,0
north99.org,-2,0,0,0,0,0
northjersey.com,-1,0,0,0,0,0
northkoreatimes.com,0,0,0,0,0,0
nos.nl,1,0,0,0,0,0
noscomunicamos.com,3,1,0,0,0,0
notallowedto.com,NaN,1,0,0,0,0
notliberal.com,2,0,0,0,0,0
notrickszone.com,3,1,0,1,0,0
nottnews.com,NaN,0,0,0,0,1
nova-magazine.net,-2,0,0,0,0,0
novinite.com,0,0,0,0,0,0
now8news.com,NaN,1,0,0,0,0
nowtheendbegins.com,3,1,0,1,0,0
nowthisnews.com,-3,1,0,0,0,0
nowtoronto.com,-2,0,0,0,0,0
npcdaily.com,NaN,0,0,0,0,1
npiamerica.org,3,1,0,0,1,0
npr.org,-1,0,0,0,0,0
nraila.org,2,0,0,0,0,0
nrdc.org,-2,0,0,0,0,0
nst.com.my,0,0,0,0,0,0
ntd.com,1,0,0,0,0,0
ntknetwork.com,2,0,0,0,0,0
numbersusa.com,2,0,0,0,0,0
nutritionfacts.org,NaN,1,0,1,0,0
nvic.org,NaN,1,0,1,0,0
nwfdailynews.com,0,0,0,0,0,0
nwitimes.com,0,0,0,0,0,0
ny1.com,0,0,0,0,0,0
nydailynews.com,-2,0,0,0,0,0
nymag.com,-2,0,0,0,0,0
nypost.com,1,0,0,0,0,0
nytimes.com,-1,0,0,0,0,0
nzherald.co.nz,0,0,0,0,0,0
o4anews.com,3,1,0,0,0,0
oann.com,3,1,0,0,0,0
oaoa.com,1,0,0,0,0,0
oathkeepers.org,3,1,0,0,1,0
observatory.journalism.wisc.edu,0,0,0,0,0,0
observer.com,0,0,0,0,0,0
occupy.com,-2,0,0,0,0,0
occupyindependents.com,-1,0,0,0,0,0
occupyyourself.org,NaN,0,0,0,0,0
oceana.org,0,0,0,0,0,0
ocregister.com,0,0,0,0,0,0
ocweekly.com,-1,0,0,0,0,0
off-guardian.org,3,1,0,1,0,0
offendedamerica.com,2,0,0,0,0,0
offgridsurvival.com,2,0,0,0,0,0
oilandwaterdontmix.org,-1,0,0,0,0,0
oilprice.com,0,0,0,0,0,0
oklahoman.com,1,0,0,0,0,0
omaha.com,1,0,0,0,0,0
oneangrygamer.net,2,0,0,0,0,0
onegreenplanet.org,-2,0,0,0,0,0
oneindia.com,-1,0,0,0,0,0
onenewsnow.com,2,0,0,0,0,0
online.wsj.com,0,0,0,0,0,0
onlineconservativepress.com,3,1,0,0,0,0
ontarioproud.ca,2,0,0,0,0,0
opednews.com,-2,0,0,0,0,0
opendemocracy.net,-1,0,0,0,0,0
opendoorsusa.org,1,0,0,0,0,0
openmagazines.com,3,1,0,0,0,0
opensecrets.org,0,0,0,0,0,0
openthegovernment.org,0,0,0,0,0,0
opposingviews.com,-1,0,0,0,0,0
oppositionreport.com,-3,1,0,0,0,0
opslens.com,2,0,0,0,0,0
order-order.com,2,0,0,0,0,0
oregonlive.com,0,0,0,0,0,0
organicfacts.net,NaN,1,0,1,0,0
orlandosentinel.com,-1,0,0,0,0,0
other98.com,-3,1,0,0,0,0
ottawacitizen.com,1,0,0,0,0,0
ottawasun.com,1,0,0,0,0,0
oureyeonislam.com,3,1,0,0,1,0
ourfutureinamerica.org,2,0,0,0,0,0
ourlandofthefree.com,NaN,0,0,0,0,1
ourvoiceny.com,-2,0,0,0,0,0
ourworldindata.org,-1,0,0,0,0,0
out.com,-2,0,0,0,0,0
outabouter.com,NaN,0,0,0,0,1
outlook.monmouth.edu,0,0,0,0,0,0
outsidethebeltway.com,-1,0,0,0,0,0
oye.news,NaN,1,0,1,0,0
oyez.org,0,0,0,0,0,0
ozy.com,-1,0,0,0,0,0
pacificpundit.com,3,1,0,0,0,0
pacificresearch.org,1,0,0,0,0,0
paho.org,0,0,0,0,0,0
palestinechronicle.com,-2,0,0,0,0,0
palmbeachdailynews.com,-1,0,0,0,0,0
palmbeachpost.com,-1,0,0,0,0,0
palmerreport.com,-3,0,1,0,0,0
pamplinmedia.com,-1,0,0,0,0,0
panampost.com,2,0,0,0,0,0
pandemic.news,3,1,0,1,0,0
pantagraph.com,0,0,0,0,0,0
pantsonfirenews.com,3,1,0,0,0,0
pastemagazine.com,-2,0,0,0,0,0
patch.com,0,0,0,0,0,0
patheos.com,0,0,0,0,0,0
patribotics.blog,3,1,0,0,0,0
patriotbeacon.com,3,1,0,0,0,0
patriotbeat.com,3,1,0,0,0,0
patriotcrier.com,3,1,0,0,0,0
patriotfires.com,3,1,0,0,0,0
patriothangout.com,3,1,0,0,0,0
patrioticexpress.com,3,1,0,0,0,0
patrioticmillionaires.org,-1,0,0,0,0,0
patrioticviralnews.com,3,1,0,0,0,0
patriotjournal.org,3,1,0,0,0,0
patriotnewsalerts.com,2,0,0,0,0,0
patriotnewsdaily.com,2,0,0,0,0,0
patriotpost.us,2,0,0,0,0,0
patriotretort.com,2,0,0,0,0,0
patriotupdate.com,3,1,0,0,0,0
pbs.org,0,0,0,0,0,0
pcmustdie.com,3,1,0,0,0,0
pe.com,1,0,0,0,0,0
peacock-panache.com,-2,0,0,0,0,0
peninsuladailynews.com,1,0,0,0,0,0
pennlive.com,-1,0,0,0,0,0
people.com,-2,0,0,0,0,0
perezhilton.com,-3,1,0,0,0,0
personalliberty.com,3,1,0,0,0,0
peta.org,-3,1,0,1,0,0
pewresearch.org,0,0,0,0,0,0
pfaw.org,-2,0,0,0,0,0
pgpf.org,0,0,0,0,0,0
philly.com,-1,0,0,0,0,0
phnompenhpost.com,0,0,0,0,0,0
phoenixnewtimes.com,-1,0,0,0,0,0
photographyisnotacrime.com,-2,0,0,0,0,0
phys.org,0,0,0,0,0,0
piie.com,0,0,0,0,0,0
pilotonline.com,-1,0,0,0,0,0
pinknews.co.uk,-2,0,0,0,0,0
pjmedia.com,3,1,0,0,0,0
pjstar.com,0,0,0,0,0,0
placesjournal.org,0,0,0,0,0,0
plos.org,0,0,0,0,0,0
pluralist.com,2,0,0,0,0,0
pmnightlynews.com,3,1,0,0,0,0
pnas.org,0,0,0,0,0,0
pnj.com,0,0,0,0,0,0
poconorecord.com,0,0,0,0,0,0
pogo.org,0,0,0,0,0,0
policyed.org,1,0,0,0,0,0
politicalcritique.org,-1,0,0,0,0,0
politicaldig.com,-2,0,0,0,0,0
politicalears.com,3,1,0,0,0,0
politicalflare.com,-3,1,0,0,0,0
politicalgarbagechute.com,NaN,0,0,0,0,1
politicalinbox.com,-3,1,0,0,0,0
politicalite.com,2,0,0,0,0,0
politicalmayhem.news,3,1,0,0,0,0
politicalstate.org,-3,1,0,0,0,0
politicaltribune.org,-2,0,0,0,0,0
politicalupdater.com,-2,0,0,0,0,0
politicalwire.com,0,0,0,0,0,0
